Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Marcos Brito",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.154215,0.058,0.3765,0.15405,0.210929,0.209649,0.193097,0.420578,0.0554346,4.04446,0.24672,0,-0.000380886,0.0216766,-0.0926698,19.2144,-0.000380886,0,-0.092764829256339,0.004000000189989805,-0.0058816,999,,,,"sa3003183"
"Raimfer Salinas","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.167388,0.0494,0.3476,0.142117,0.217571,0.251946,0.211258,0.469517,0.0845588,3.66109,0.241799,0,-0.000435014,0.0361043,-0.0782421,32.8739,-0.000435014,0,-0.07597186841303483,-0.012000000104308128,-0.00589258,999,,,,"sa3005597"
"Erison Placencia","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.157923,0.0498,0.3669,0.135732,0.207407,0.213191,0.191731,0.420597,0.0552677,3.75622,0.247002,0,-0.000346417,0.020591,-0.0937555,18.548,-0.000346417,0,-0.09200417503598146,0.004000000189989805,-0.00589597,999,,,,"sa3011669"
"Jesus Bugarin","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.18328,0.0362,0.2707,0.133727,0.22069,0.262087,0.215103,0.482778,0.0788072,4.1133,0.235892,0,-0.000349468,0.039159,-0.0751875,19.4784,-0.000349468,0,-0.09390265360707417,0.004000000189989805,-0.00590683,999,,,,"sa3011857"
"Jose Medina","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.142501,0.0524,0.3239,0.161778,0.196136,0.185956,0.175278,0.382091,0.0434547,3.49001,0.207576,0,-0.000404967,0.00751996,-0.106826,3.39978,-0.000404967,0,-0.10910894541302696,0.020999999716877937,-0.00590697,999,,,,"sa3018621"
"Cristian Gonzalez","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159996,0.0283,0.2466,0.114761,0.19201,0.213116,0.181913,0.405126,0.0531207,3.44991,0.203693,0,-0.000353342,0.0127918,-0.101555,11.3231,-0.000353342,0,-0.10014118032995611,0.012000000104308128,-0.00591035,999,,,,"sa3018640"
"Ernny Ordonez","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.18485,0.0396,0.3062,0.129327,0.222502,0.295653,0.225473,0.518155,0.110803,3.9141,0.244084,0,-0.000369202,0.0473972,-0.0669493,40.9738,-0.000369202,0,-0.06894824295886792,-0.020999999716877937,-0.00591162,999,,,,"sa1170897"
"Alexander Albertus","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.153686,0.0636,0.2867,0.221835,0.216061,0.193945,0.190874,0.410006,0.0402589,3.63778,0.214457,0,-0.000439715,0.0199101,-0.0944363,19.5035,-0.000439715,0,-0.09396382124396041,0.004000000189989805,-0.00591325,999,,,,"sa3018950"
"Lewis Castillo","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.160408,0.0432,0.2435,0.177413,0.204991,0.198069,0.184429,0.40306,0.0376609,4.01947,0.209346,0,-0.000269391,0.0147906,-0.0995559,19.3344,-0.000269391,0,-0.09398996882373467,0.004000000189989805,-0.005916,999,,,,"sa3015680"
"Riquelmin Cabral","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.165988,0.042,0.2514,0.167064,0.209218,0.225675,0.195529,0.434893,0.0596871,4.18934,0.212844,0,-0.000178557,0.0236084,-0.090738,19.2214,-0.000178557,0,-0.09403033208218403,0.004000000189989805,-0.00592024,999,,,,"sa3015518"
"Alexander Martinez","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.151448,0.03,0.2853,0.105152,0.184462,0.204714,0.17515,0.389176,0.0532657,3.50332,0.202582,0,-0.000328807,0.00741893,-0.106928,4.63296,-0.000328807,0,-0.11113005722290836,0.020999999716877937,-0.00593071,999,,,,"sa3018517"
"Luke Heyer",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.172473,0.051,0.3309,0.154125,0.222804,0.278295,0.223464,0.501098,0.105821,4.2266,0.235936,0,-0.000258234,0.0458008,-0.0685457,40.3099,-0.000258234,0,-0.06851801750599407,-0.020999999716877937,-0.00596068,999,,,,"sa3007042"
"Je'Von Ward","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19107,0.0545,0.2951,0.184683,0.24132,0.284925,0.234852,0.526245,0.093855,4.21517,0.258085,0,-0.000346343,0.054848,-0.0594984,47.4224,-0.000346343,0,-0.06143308660830371,-0.028999999165534973,-0.00596252,999,,,,"sa3004969"
"Dangelo Sarmiento","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.15101,0.0342,0.2791,0.122537,0.188487,0.19373,0.173652,0.382218,0.0427205,4.09526,0.204436,0,-0.000215452,0.00622818,-0.108118,11.9647,-0.000215452,0,-0.10249841546465177,0.012000000104308128,-0.00596938,999,,,,"sa3018499"
"Griffin Lockwood-Powell","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.168289,0.0597,0.3079,0.193894,0.22703,0.265063,0.221688,0.492093,0.0967742,3.59646,0.223291,0,-0.00046235,0.0443904,-0.0699561,40.5737,-0.00046235,0,-0.06950620241696015,-0.020999999716877937,-0.0059702,999,,,,"sa3019303"
"Cristhian Rodriguez","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159661,0.0446,0.3332,0.133854,0.203784,0.213382,0.189207,0.417166,0.0537208,3.75143,0.236412,0,-0.000432004,0.0185859,-0.0957606,19.0049,-0.000432004,0,-0.09453538458910771,0.004000000189989805,-0.00597326,999,,,,"sa3008785"
"Rafael Cruz","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.154109,0.0405,0.3427,0.118179,0.195934,0.229133,0.189075,0.425068,0.0750241,3.77049,0.219199,0,-0.000308075,0.0184812,-0.0958652,17.8314,-0.000308075,0,-0.09277222398668528,0.004000000189989805,-0.00597661,999,,,,"sa3015819"
"Luis Silva",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.162012,0.038,0.3246,0.117067,0.201268,0.225219,0.191862,0.426486,0.0632061,3.8879,0.23111,0,-0.000327906,0.020695,-0.0936515,18.356,-0.000327906,0,-0.09369346301537007,0.004000000189989805,-0.0059791,999,,,,"sa3005547"
"Luis Encarnacion","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159966,0.035,0.2901,0.120648,0.197645,0.225484,0.190058,0.423129,0.065518,4.13024,0.212545,0,-0.000200701,0.0192617,-0.0950847,17.7035,-0.000200701,0,-0.09280874277465045,0.004000000189989805,-0.00598044,999,,,,"sa3015548"
"Danyer Cueva","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159631,0.0324,0.2814,0.115139,0.195129,0.20524,0.181001,0.400369,0.0456088,3.86099,0.217037,0,-0.000315356,0.0120672,-0.102279,10.6793,-0.000315356,0,-0.10082771893939935,0.012000000104308128,-0.00598244,999,,,,"sa3015725"
"Eric Martinez","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.138359,0.0404,0.3395,0.118999,0.182751,0.193189,0.171625,0.37594,0.0548297,3.46258,0.200338,0,-0.000324932,0.00461813,-0.109728,4.18935,-0.000324932,0,-0.1116415907163173,0.020999999716877937,-0.00598442,999,,,,"sa3017023"
"Ryan Burrowes","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.148599,0.0462,0.2964,0.15587,0.197343,0.199138,0.181668,0.396481,0.0505388,3.57894,0.204318,0,-0.000306418,0.0125965,-0.10175,10.632,-0.000306418,0,-0.10087197783286683,0.012000000104308128,-0.00598708,999,,,,"sa3018619"
"Jamal O'Guinn","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.170276,0.0702,0.3255,0.215668,0.236792,0.255359,0.222875,0.492151,0.0850829,3.48598,0.241458,0,-0.000457382,0.0453331,-0.0690133,32.6755,-0.000457382,0,-0.07867768997675739,-0.012000000104308128,-0.00598821,999,,,,"sa3018208"
"Jose Rodriguez","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.17241,0.0495,0.293,0.168942,0.221495,0.247056,0.211194,0.468552,0.0746462,3.77236,0.233004,0,-0.000371515,0.0360529,-0.0782936,31.9942,-0.000371515,0,-0.07689822424435988,-0.012000000104308128,-0.00598984,999,,,,"sa3008753"
"Ramon Peralta","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.142485,0.0554,0.3367,0.164538,0.197846,0.195048,0.179644,0.392894,0.052563,3.79831,0.209342,0,-0.000273719,0.0109885,-0.103358,11.8394,-0.000273719,0,-0.10270220701931976,0.012000000104308128,-0.00599078,999,,,,"sa3015752"
"Frank Astacio",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.160394,0.041,0.2974,0.137861,0.202274,0.222412,0.191688,0.424687,0.0620188,3.83183,0.218523,0,-0.000342956,0.0205573,-0.0937892,18.2355,-0.000342956,0,-0.09384625274105929,0.004000000189989805,-0.00599514,999,,,,"sa3008856"
"Xavier Valentin","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.153533,0.0425,0.3709,0.114586,0.197947,0.224402,0.190637,0.422349,0.0708695,4.15766,0.233633,0,-0.000122998,0.0197224,-0.094624,17.4821,-0.000122998,0,-0.0929801576276077,0.004000000189989805,-0.00599844,999,,,,"sa3008144"
"Rafael Ramirez","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.151284,0.0445,0.2829,0.157299,0.197545,0.198023,0.180929,0.395568,0.046739,3.90867,0.205896,0,-0.000307773,0.0120097,-0.102337,10.5189,-0.000307773,0,-0.10100059671094641,0.012000000104308128,-0.00600059,999,,,,"sa3018476"
"Felix Tena","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.183777,0.0264,0.2968,0.0889488,0.214753,0.268589,0.213896,0.483342,0.084812,4.14949,0.244413,0,-0.000289356,0.0382001,-0.0761464,18.6531,-0.000289356,0,-0.09480143082328141,0.004000000189989805,-0.0060012,999,,,,"sa3015847"
"Steven Williams","WSN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.171933,0.0638,0.2736,0.233187,0.232968,0.240729,0.214558,0.473696,0.0687953,3.38659,0.228729,0,-0.000482235,0.0387257,-0.0756207,32.5286,-0.000482235,0,-0.07887325846240856,-0.012000000104308128,-0.00600874,999,,,,"sa3017553"
"Oswaldo Osorio","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.132662,0.0606,0.3631,0.166896,0.195029,0.191112,0.179396,0.386141,0.0584501,4.03555,0.200146,0,-0.000252158,0.0107917,-0.103555,11.6552,-0.000252158,0,-0.10289468689006753,0.012000000104308128,-0.00601099,999,,,,"sa3018560"
"Eric Jones",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.190066,0.035,0.2633,0.132928,0.226125,0.276431,0.222887,0.502555,0.0863646,3.7843,0.242397,0,-0.000371534,0.0453428,-0.0690037,39.9094,-0.000371534,0,-0.0690893038699869,-0.020999999716877937,-0.00602066,999,,,,"sa3011883"
"Hansel Otamendi",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.166156,0.061,0.299,0.204013,0.22532,0.239444,0.211497,0.464764,0.0732881,3.80593,0.227183,0,-0.000336764,0.0362937,-0.0780527,31.9964,-0.000336764,0,-0.07810356971458532,-0.012000000104308128,-0.00602216,999,,,,"sa3009340"
"Zac Ching","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.178475,0.0479,0.3507,0.136584,0.225823,0.268198,0.220825,0.494021,0.0897229,3.92505,0.261598,0,-0.0003213,0.0437043,-0.0706422,39.9832,-0.0003213,0,-0.07005126867443323,-0.020999999716877937,-0.00602743,999,,,,"sa1169881"
"Kyle Battle","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.168701,0.0483,0.3079,0.156869,0.217873,0.247651,0.208696,0.465524,0.0789502,4.8274,0.23116,0,0.00031231,0.0340687,-0.0802777,31.065,0.00031231,0,-0.07726011745398864,-0.012000000104308128,-0.00602784,999,,,,"sa3016968"
"Faruk De La Cruz","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.135112,0.0456,0.3048,0.149606,0.183355,0.181583,0.168138,0.364939,0.0464716,3.54607,0.18772,0,-0.000321075,0.00184798,-0.112498,2.29459,-0.000321075,0,-0.11026872621732764,0.020999999716877937,-0.00602874,999,,,,"sa3018554"
"Enderson Delgado","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.133461,0.0376,0.3212,0.117061,0.175707,0.177023,0.161784,0.35273,0.0435618,3.53681,0.190407,0,-0.000293888,-0.00319983,-0.117546,2.21946,-0.000293888,0,-0.11032608183450066,0.020999999716877937,-0.00603476,999,,,,"sa3018576"
"Alberis Ferrer","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.153188,0.0404,0.375,0.107733,0.195834,0.232135,0.19225,0.427969,0.0789474,4.2016,0.230448,0,-0.00021246,0.0210038,-0.0933426,18.2926,-0.00021246,0,-0.0951434436137788,0.004000000189989805,-0.00603711,999,,,,"sa3005584"
"Yoffry Solano","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159661,0.0307,0.2615,0.1174,0.19372,0.200318,0.178239,0.394038,0.0406564,3.76405,0.212347,0,-0.000339945,0.00987302,-0.104473,11.5057,-0.000339945,0,-0.10315616204752587,0.012000000104308128,-0.00603844,999,,,,"sa3019638"
"Juan Baez","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.161075,0.0313,0.2442,0.128174,0.194727,0.209546,0.182074,0.404273,0.0484707,3.96356,0.205714,0,-0.000146422,0.0129193,-0.101427,11.3342,-0.000146422,0,-0.10316192707978189,0.012000000104308128,-0.00603905,999,,,,"sa3018525"
"Marco Soto","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.163078,0.037,0.2396,0.154424,0.202274,0.201876,0.183679,0.40415,0.0387977,3.60212,0.211659,0,-0.000311798,0.0141946,-0.100152,11.4611,-0.000311798,0,-0.10317985594156198,0.012000000104308128,-0.00604093,999,,,,"sa3016872"
"Braulio Vasquez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.184818,0.056,0.2516,0.222576,0.239207,0.250708,0.22183,0.489915,0.0658898,4.84783,0.241276,0,0.000258649,0.0445027,-0.0698438,39.1747,0.000258649,0,-0.06929922651033849,-0.020999999716877937,-0.0060427,999,,,,"sa924858"
"Juan Loyo","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.130547,0.0392,0.3783,0.103621,0.176109,0.174598,0.161623,0.350708,0.0440514,3.71096,0.205054,0,-0.000358046,-0.00332759,-0.117674,3.73999,-0.000358046,0,-0.11219678146881051,0.020999999716877937,-0.00604271,999,,,,"sa3005948"
"Jhosward Camacho","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.162917,0.0393,0.2836,0.138575,0.202375,0.216441,0.18914,0.418816,0.0535238,3.76733,0.220043,0,-0.000315524,0.018533,-0.0958135,18.333,-0.000315524,0,-0.09519951688707806,0.004000000189989805,-0.006043,999,,,,"sa3015755"
"Jorge Puerta","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.167656,0.0646,0.2539,0.254431,0.230552,0.258465,0.220702,0.489018,0.0908091,3.36033,0.205507,0,-0.000443177,0.0436066,-0.0707399,39.8991,-0.000443177,0,-0.07027081603882834,-0.020999999716877937,-0.00605048,999,,,,"sa3015606"
"Yimmy Diaz","DET",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.158376,0.0464,0.2648,0.175227,0.205797,0.20618,0.188204,0.411977,0.0478036,3.72058,0.210003,0,-0.00034145,0.0177895,-0.0965569,17.0592,-0.00034145,0,-0.09367454503080808,0.004000000189989805,-0.00607135,999,,,,"sa3018394"
"Bryan Acuna","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.153575,0.0395,0.3086,0.127997,0.195431,0.193866,0.177715,0.389297,0.0402907,3.5931,0.220422,0,-0.000301583,0.0094563,-0.10489,9.81135,-0.000301583,0,-0.10179064245312475,0.012000000104308128,-0.00608354,999,,,,"sa3018427"
"Miguel Tamares","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.124834,0.0732,0.3625,0.201931,0.198048,0.166851,0.17204,0.364899,0.0420177,4.46061,0.195556,0,0.0000746659,0.00494776,-0.109399,9.45985,0.0000746659,0,-0.10180993759422563,0.012000000104308128,-0.00608557,999,,,,"sa3018592"
"Branden Boissiere","WSN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.178932,0.0658,0.2995,0.2197,0.240213,0.255931,0.225042,0.496145,0.0769991,3.08433,0.246609,0,-0.000611678,0.0470545,-0.0672919,39.6972,-0.000611678,0,-0.07067391264718026,-0.020999999716877937,-0.00609281,999,,,,"sa3017558"
"Jose Tello",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.183935,0.04,0.2678,0.149365,0.223609,0.27665,0.221981,0.500259,0.0927152,3.81658,0.234382,0,-0.000346699,0.0446229,-0.0697235,39.2799,-0.000346699,0,-0.06978433704352938,-0.020999999716877937,-0.00609364,999,,,,"sa873350"
"Jake Randa",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.173698,0.047,0.2918,0.161069,0.219785,0.249139,0.210644,0.468924,0.0754412,3.73043,0.23521,0,-0.000377065,0.0356165,-0.07873,31.4041,-0.000377065,0,-0.07882115870597772,-0.012000000104308128,-0.00609751,999,,,,"sa3010033"
"Steven Cespedes","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.143225,0.0434,0.3041,0.142716,0.188186,0.189322,0.17285,0.377508,0.0460978,3.62951,0.200827,0,-0.000353078,0.00559126,-0.108755,1.68584,-0.000353078,0,-0.11098575827782042,0.020999999716877937,-0.00610403,999,,,,"sa3016182"
"Kelvin HIdalgo","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.174973,0.0402,0.2678,0.150112,0.216162,0.239893,0.202465,0.456055,0.0649198,4.10209,0.229575,0,-0.000242601,0.0291184,-0.085228,10.8365,-0.000242601,0,-0.10383630040450953,0.012000000104308128,-0.00610986,999,,,,"sa3018472"
"Alberto Hernandez","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.151036,0.039,0.2562,0.152225,0.192613,0.199744,0.178517,0.392357,0.0487075,3.84794,0.195729,0,-0.000265668,0.0100938,-0.104253,9.55639,-0.000265668,0,-0.10204162681475282,0.012000000104308128,-0.00610989,999,,,,"sa3018582"
"Shane Muntz","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.177448,0.059,0.2828,0.208628,0.23488,0.263986,0.224931,0.498866,0.0865384,3.54171,0.234898,0,-0.00046884,0.0469665,-0.0673799,39.3258,-0.00046884,0,-0.0709625234012492,-0.020999999716877937,-0.00612311,999,,,,"sa3016954"
"Juan Castillo","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.16933,0.0303,0.2769,0.109426,0.202576,0.223092,0.191026,0.425669,0.0537623,3.8177,0.226441,0,-0.000334846,0.0200307,-0.0943158,3.01467,-0.000334846,0,-0.11301629457739182,0.020999999716877937,-0.00612875,999,,,,"sa3015541"
"Robert Puason","OAK",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.156971,0.0359,0.3423,0.104879,0.194727,0.2077,0.181858,0.402426,0.0507285,3.65806,0.235176,0,-0.000335393,0.0127479,-0.101599,16.5493,-0.000335393,0,-0.09424230956938118,0.004000000189989805,-0.00613096,999,,,,"sa3014697"
"Lency Delgado",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.160115,0.035,0.3595,0.0973574,0.196941,0.226307,0.189821,0.423248,0.0661921,3.8035,0.240035,0,-0.00029084,0.0190742,-0.0952723,16.9386,-0.00029084,0,-0.09527721893391572,0.004000000189989805,-0.00614539,999,,,,"sa3006913"
"Felix Stevens","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.171897,0.0489,0.3456,0.141493,0.219684,0.277904,0.221485,0.497588,0.106007,3.45384,0.24077,0,-0.000448014,0.0442287,-0.0701178,39.1068,-0.000448014,0,-0.07119621700257994,-0.020999999716877937,-0.00614765,999,,,,"sa3008946"
"Luis Lara","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.159499,0.0404,0.2669,0.151368,0.201771,0.221117,0.191062,0.422888,0.0616175,3.88532,0.207141,0,-0.000321565,0.0200594,-0.094287,17.4797,-0.000321565,0,-0.0961969320778735,0.004000000189989805,-0.00614772,999,,,,"sa3018514"
"Nick Decker","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.156932,0.0729,0.3963,0.183952,0.22693,0.251025,0.217132,0.477955,0.0940929,3.89275,0.250353,0,-0.000316465,0.0407705,-0.073576,30.5931,-0.000316465,0,-0.0784198206383735,-0.012000000104308128,-0.0061496,999,,,,"sa3008590"
"Christopher Suero","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.119991,0.0543,0.3763,0.1443,0.176915,0.165382,0.160211,0.342296,0.0453904,3.55764,0.187489,0,-0.000280361,-0.00444965,-0.118796,2.77424,-0.000280361,0,-0.1132411538856104,0.020999999716877937,-0.00615236,999,,,,"sa3018614"
"Eduardo Montero","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.137448,0.0413,0.3155,0.130903,0.18094,0.181945,0.166333,0.362885,0.0444967,3.64984,0.19535,0,-0.000331423,0.000414349,-0.113932,2.73821,-0.000331423,0,-0.11333406571066007,0.020999999716877937,-0.00616212,999,,,,"sa3016152"
"Brahian Silva","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.126449,0.06,0.3451,0.173863,0.188789,0.17622,0.170901,0.365009,0.0497703,3.53091,0.186518,0,-0.000324085,0.00404296,-0.110303,2.72356,-0.000324085,0,-0.11334376002196223,0.020999999716877937,-0.00616314,999,,,,"sa3016753"
"George Feliz","SEA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.147018,0.0355,0.3546,0.100113,0.184965,0.220049,0.181838,0.405014,0.0730307,3.83072,0.210919,0,-0.000268753,0.0127322,-0.101614,16.1191,-0.000268753,0,-0.09465974156046286,0.004000000189989805,-0.00617479,999,,,,"sa3015596"
"Nicandro Aybar","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.147561,0.0559,0.287,0.194774,0.202979,0.188308,0.181284,0.391287,0.0407476,3.82218,0.20485,0,-0.000321168,0.0122915,-0.102055,15.9859,-0.000321168,0,-0.09486201702384278,0.004000000189989805,-0.00619603,999,,,,"sa3018544"
"Esmarly Tatis","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.161179,0.0489,0.2382,0.20529,0.210526,0.201555,0.189065,0.412081,0.0403757,4.07148,0.209178,0,-0.000182186,0.0184732,-0.0958733,16.9389,-0.000182186,0,-0.09668589802458882,0.004000000189989805,-0.00619906,999,,,,"sa3009345"
"Yordany De Los Santos","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.150528,0.0478,0.2918,0.163811,0.199658,0.192689,0.180368,0.392347,0.0421609,3.91385,0.210568,0,-0.000275901,0.0115637,-0.102783,10.1318,-0.000275901,0,-0.10468838992528617,0.012000000104308128,-0.00619932,999,,,,"sa3018408"
"Fidel Castro",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.16412,0.045,0.3791,0.118702,0.210828,0.256565,0.209202,0.467393,0.0924451,4.10513,0.247446,0,-0.000330407,0.034471,-0.0798754,30.4025,-0.000330407,0,-0.0799199455359485,-0.012000000104308128,-0.00621287,999,,,,"sa3003175"
"Connor Blair",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.153711,0.067,0.3469,0.193139,0.21898,0.239925,0.209303,0.458905,0.0862145,3.63823,0.220062,0,-0.000425625,0.0345507,-0.0797958,30.4722,-0.000425625,0,-0.07993549457751215,-0.012000000104308128,-0.00621451,999,,,,"sa3011382"
"Reyden Hidalgo","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.167538,0.0375,0.197,0.190355,0.206904,0.208062,0.188382,0.414966,0.0405247,3.6069,0.204227,0,-0.000312211,0.0179303,-0.0964161,15.7803,-0.000312211,0,-0.09508442360674962,0.004000000189989805,-0.00621938,999,,,,"sa3016330"
"Trevor Boone","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19014,0.0411,0.3848,0.106809,0.230351,0.323067,0.242634,0.553418,0.132927,4.09561,0.28112,0,-0.00029526,0.0610303,-0.0533162,38.3032,-0.00029526,0,-0.07197712495690212,-0.020999999716877937,-0.00622964,999,,,,"sa3010336"
"Dayro Perez","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.145587,0.0373,0.3587,0.103987,0.186877,0.202476,0.176627,0.389354,0.0568897,4.39048,0.218201,0,-0.000165127,0.0085921,-0.105754,8.42503,-0.000165127,0,-0.10321420404943638,0.012000000104308128,-0.00623301,999,,,,"sa3009299"
"Torin Montgomery","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.176735,0.0406,0.3003,0.135198,0.21898,0.26928,0.217476,0.48826,0.092545,3.62871,0.234433,0,-0.000382747,0.0410439,-0.0733025,38.3346,-0.000382747,0,-0.07202805145061575,-0.020999999716877937,-0.00623499,999,,,,"sa3019823"
"Gabriel Gil","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.15821,0.0401,0.2953,0.135794,0.199457,0.221023,0.189684,0.42048,0.0628138,3.90849,0.214387,0,-0.000308884,0.0189651,-0.0953814,2.09746,-0.000308884,0,-0.11405598110286519,0.020999999716877937,-0.00623792,999,,,,"sa3005935"
"Luis Ravelo","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.160391,0.035,0.2557,0.136879,0.198048,0.213997,0.185933,0.412045,0.0536056,3.72414,0.207729,0,-0.000377762,0.0159852,-0.0983613,8.5676,-0.000377762,0,-0.10326641335268505,0.012000000104308128,-0.00623849,999,,,,"sa3016171"
